Player,testid,Date,TestName,MetricName,MetricValue
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,L|R Avg. Landing Force(%),5.0454
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,systemWeight,901.977
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,System Weight(N),901.977
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Force at Min Displacement(N),3143
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,L|R Peak Landing Force(%),4.1085
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Left Force at Peak Propulsive Force(N),1597
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Avg. Landing Force(N),1332.4536
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Relative Propulsive Net Impulse(N.s/kg),3.5547
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,L|R Peak Propulsive Force(%),1.6227
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Landing Stiffness(N/m),-5832.978
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Braking Phase %,15.8661
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Right Force at Peak Propulsive Force(N),1546
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Unweighting Phase(s),0.37
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Left Force at Peak Braking Force(N),1613
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Braking Net Impulse(N.s),153.1355
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Avg. Propulsive Velocity(m/s),2.1403
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,L|R Propulsive Impulse Index(%),-2.7278
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Avg. Propulsive Force(N),2476.5769
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Right Avg. Propulsive Force(N),1255.3846
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Peak Relative Propulsive Power(W/kg),87.9208
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Avg. Relative Braking Force(%),256.9025
Player3,wHFE15pLSTH0R2yAI25o,2022-02-15 16:46,Countermovement Jump,Braking RFD(N/s),20532.1101
